0,1,2,3,4,5,6,7,8,9,10
hamburger meat,pip fruit,dish cleaner,,,,,,,,
other vegetables,whole milk,,,,,,,,,
pot plants,rolls/buns,,,,,,,,,
whole milk,fruit/vegetable juice,,,,,,,,,
finished products,whole milk,,,,,,,,,
other vegetables,oil,,,,,,,,,
packaged fruit/vegetables,sweet spreads,,,,,,,,,
sausage,beef,,,,,,,,,
tropical fruit,yogurt,semi-finished bread,soda,,,,,,,
whole milk,butter,newspapers,chewing gum,,,,,,,
coffee,butter milk,,,,,,,,,
canned beer,whipped/sour cream,,,,,,,,,
bottled beer,frozen dessert,,,,,,,,,
herbs,rolls/buns,,,,,,,,,
soda,semi-finished bread,,,,,,,,,
root vegetables,tropical fruit,,,,,,,,,
root vegetables,nut snack,,,,,,,,,
brown bread,coffee,,,,,,,,,
herbs,vinegar,chocolate,cleaner,,,,,,,
root vegetables,newspapers,,,,,,,,,
domestic eggs,whipped/sour cream,,,,,,,,,
whole milk,soda,yogurt,,,,,,,,
pork,margarine,,,,,,,,,
UHT-milk,canned beer,,,,,,,,,
pastry,bottled beer,fruit/vegetable juice,,,,,,,,
other vegetables,sweet spreads,,,,,,,,,
root vegetables,rolls/buns,shopping bags,,,,,,,,
pet care,long life bakery product,,,,,,,,,
coffee,hard cheese,domestic eggs,,,,,,,,
seasonal products,rolls/buns,,,,,,,,,
bottled water,sliced cheese,,,,,,,,,
coffee,soda,,,,,,,,,
other vegetables,dishes,,,,,,,,,
whipped/sour cream,other vegetables,,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
whole milk,pastry,,,,,,,,,
beef,male cosmetics,,,,,,,,,
other vegetables,yogurt,,,,,,,,,
pastry,misc. beverages,flour,,,,,,,,
chocolate,pickled vegetables,bottled water,,,,,,,,
finished products,brown bread,dishes,,,,,,,,
whipped/sour cream,other vegetables,flour,,,,,,,,
liver loaf,frozen meals,yogurt,domestic eggs,flower (seeds),coffee,,,,,
chicken,shopping bags,,,,,,,,,
meat,frozen meals,whole milk,domestic eggs,,,,,,,
whipped/sour cream,soda,,,,,,,,,
berries,shopping bags,red/blush wine,,,,,,,,
dishes,tropical fruit,,,,,,,,,
frankfurter,fruit/vegetable juice,hard cheese,whole milk,rolls/buns,,,,,,
whole milk,other vegetables,,,,,,,,,
yogurt,dessert,,,,,,,,,
citrus fruit,sauces,,,,,,,,,
candy,domestic eggs,,,,,,,,,
frankfurter,other vegetables,,,,,,,,,
yogurt,rolls/buns,berries,whole milk,zwieback,brown bread,newspapers,,,,
bottled beer,other vegetables,,,,,,,,,
canned beer,yogurt,,,,,,,,,
beef,pork,,,,,,,,,
whole milk,soda,bottled water,pastry,,,,,,,
UHT-milk,other vegetables,,,,,,,,,
misc. beverages,coffee,,,,,,,,,
soda,fruit/vegetable juice,,,,,,,,,
other vegetables,packaged fruit/vegetables,,,,,,,,,
ham,cream cheese ,,,,,,,,,
hard cheese,soda,,,,,,,,,
frankfurter,soda,other vegetables,rolls/buns,rolls/buns,,,,,,
waffles,beverages,waffles,curd,,,,,,,
chicken,pastry,,,,,,,,,
chicken,soda,dishes,,,,,,,,
whole milk,napkins,napkins,,,,,,,,
tropical fruit,citrus fruit,bottled water,rolls/buns,soda,pickled vegetables,,,,,
sausage,bottled water,,,,,,,,,
white bread,pastry,whole milk,newspapers,,,,,,,
sausage,root vegetables,,,,,,,,,
frozen vegetables,pastry,,,,,,,,,
root vegetables,semi-finished bread,canned beer,newspapers,,,,,,,
soda,napkins,,,,,,,,,
whisky,shopping bags,rum,,,,,,,,
beef,soda,,,,,,,,,
tropical fruit,yogurt,,,,,,,,,
other vegetables,ice cream,,,,,,,,,
other vegetables,curd,,,,,,,,,
pet care,dog food,,,,,,,,,
ham,whole milk,sliced cheese,baking powder,,,,,,,
soda,other vegetables,,,,,,,,,
yogurt,male cosmetics,sugar,salt,,,,,,,
sausage,brown bread,,,,,,,,,
red/blush wine,other vegetables,,,,,,,,,
citrus fruit,bottled beer,,,,,,,,,
rolls/buns,sausage,whole milk,pastry,yogurt,dessert,curd,yogurt,,,
citrus fruit,coffee,,,,,,,,,
rolls/buns,onions,,,,,,,,,
sausage,soda,cream cheese ,,,,,,,,
bottled water,canned beer,,,,,,,,,
frankfurter,root vegetables,,,,,,,,,
yogurt,rolls/buns,,,,,,,,,
whole milk,curd,,,,,,,,,
yogurt,fruit/vegetable juice,,,,,,,,,
coffee,tidbits,,,,,,,,,
canned beer,beef,whole milk,coffee,,,,,,,
butter,domestic eggs,,,,,,,,,
whipped/sour cream,specialty chocolate,,,,,,,,,
onions,soda,,,,,,,,,
frankfurter,dessert,pet care,soda,whipped/sour cream,,,,,,
onions,hamburger meat,whole milk,tropical fruit,pet care,root vegetables,yogurt,flour,,,
citrus fruit,cream cheese ,,,,,,,,,
canned beer,organic products,whole milk,frozen dessert,misc. beverages,,,,,,
fruit/vegetable juice,napkins,,,,,,,,,
pork,pip fruit,,,,,,,,,
sausage,mustard,,,,,,,,,
frozen meals,cream cheese ,,,,,,,,,
roll products ,dishes,,,,,,,,,
butter,chewing gum,coffee,salty snack,,,,,,,
white bread,baking powder,,,,,,,,,
frozen dessert,berries,,,,,,,,,
whole milk,candy,,,,,,,,,
canned beer,napkins,,,,,,,,,
dessert,sugar,,,,,,,,,
whole milk,tropical fruit,,,,,,,,,
root vegetables,misc. beverages,other vegetables,,,,,,,,
red/blush wine,yogurt,,,,,,,,,
citrus fruit,rolls/buns,whole milk,brown bread,,,,,,,
beef,waffles,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
whole milk,margarine,soda,softener,,,,,,,
tropical fruit,yogurt,,,,,,,,,
dessert,bottled beer,,,,,,,,,
beef,meat spreads,,,,,,,,,
meat,specialty chocolate,,,,,,,,,
soda,whole milk,,,,,,,,,
other vegetables,organic sausage,cling film/bags,,,,,,,,
root vegetables,butter,,,,,,,,,
sausage,semi-finished bread,,,,,,,,,
root vegetables,sliced cheese,,,,,,,,,
frankfurter,whole milk,shopping bags,rolls/buns,,,,,,,
coffee,napkins,,,,,,,,,
frozen vegetables,bottled beer,,,,,,,,,
sugar,specialty bar,,,,,,,,,
shopping bags,root vegetables,curd,,,,,,,,
specialty chocolate,liquor,,,,,,,,,
tropical fruit,white bread,,,,,,,,,
other vegetables,margarine,,,,,,,,,
beverages,cat food,soda,,,,,,,,
yogurt,root vegetables,,,,,,,,,
salt,semi-finished bread,,,,,,,,,
other vegetables,newspapers,,,,,,,,,
soda,other vegetables,cream cheese ,,,,,,,,
chocolate,pip fruit,rolls/buns,other vegetables,frozen vegetables,,,,,,
sausage,bottled water,napkins,,,,,,,,
candy,specialty fat,,,,,,,,,
rolls/buns,prosecco,,,,,,,,,
other vegetables,salty snack,soda,,,,,,,,
pork,pork,,,,,,,,,
berries,pastry,,,,,,,,,
white wine,tropical fruit,,,,,,,,,
cream cheese ,semi-finished bread,,,,,,,,,
other vegetables,frozen vegetables,,,,,,,,,
specialty cheese,meat,cat food,bottled beer,newspapers,,,,,,
processed cheese,whole milk,,,,,,,,,
tropical fruit,onions,,,,,,,,,
other vegetables,frozen meals,,,,,,,,,
bottled water,whole milk,rolls/buns,,,,,,,,
chicken,other vegetables,bathroom cleaner,chicken,grapes,fruit/vegetable juice,fruit/vegetable juice,soda,,,
root vegetables,white bread,pasta,bottled beer,,,,,,,
canned beer,long life bakery product,,,,,,,,,
rolls/buns,sugar,,,,,,,,,
other vegetables,margarine,,,,,,,,,
berries,domestic eggs,,,,,,,,,
tropical fruit,long life bakery product,,,,,,,,,
fruit/vegetable juice,ice cream,,,,,,,,,
frankfurter,margarine,frozen vegetables,,,,,,,,
berries,ham,,,,,,,,,
tropical fruit,white wine,oil,,,,,,,,
whole milk,pip fruit,,,,,,,,,
brown bread,canned beer,,,,,,,,,
whole milk,rolls/buns,canned fruit,onions,soda,,,,,,
pastry,domestic eggs,napkins,,,,,,,,
tropical fruit,other vegetables,butter,rolls/buns,coffee,pastry,,,,,
canned beer,butter,,,,,,,,,
frankfurter,citrus fruit,other vegetables,condensed milk,,,,,,,
sausage,pasta,,,,,,,,,
chicken,soda,,,,,,,,,
beef,frozen meals,,,,,,,,,
long life bakery product,bottled beer,,,,,,,,,
tropical fruit,mustard,,,,,,,,,
waffles,specialty bar,,,,,,,,,
pet care,napkins,,,,,,,,,
pip fruit,bottled beer,,,,,,,,,
soda,frozen meals,soft cheese,curd,,,,,,,
specialty chocolate,chewing gum,,,,,,,,,
fruit/vegetable juice,butter,brown bread,dental care,,,,,,,
whole milk,root vegetables,,,,,,,,,
sausage,other vegetables,other vegetables,butter milk,,,,,,,
citrus fruit,frozen vegetables,,,,,,,,,
fruit/vegetable juice,whole milk,,,,,,,,,
whole milk,pip fruit,,,,,,,,,
frozen meals,detergent,,,,,,,,,
curd,pastry,,,,,,,,,
soda,other vegetables,chocolate,,,,,,,,
white wine,cat food,,,,,,,,,
sausage,coffee,yogurt,white wine,,,,,,,
whole milk,waffles,,,,,,,,,
chicken,pip fruit,,,,,,,,,
margarine,long life bakery product,,,,,,,,,
bottled water,bottled water,,,,,,,,,
bottled beer,margarine,,,,,,,,,
rolls/buns,newspapers,,,,,,,,,
soda,cream cheese ,,,,,,,,,
soda,mayonnaise,,,,,,,,,
chicken,sugar,,,,,,,,,
whole milk,whole milk,pastry,pickled vegetables,,,,,,,
pip fruit,canned beer,,,,,,,,,
mustard,domestic eggs,,,,,,,,,
pet care,beef,,,,,,,,,
beef,ketchup,pork,hygiene articles,,,,,,,
liver loaf,white bread,herbs,pastry,,,,,,,
hamburger meat,spread cheese,pasta,,,,,,,,
onions,soda,,,,,,,,,
pork,long life bakery product,,,,,,,,,
bottled beer,newspapers,napkins,,,,,,,,
shopping bags,long life bakery product,,,,,,,,,
yogurt,roll products ,,,,,,,,,
tropical fruit,yogurt,candy,,,,,,,,
rolls/buns,root vegetables,specialty chocolate,,,,,,,,
domestic eggs,processed cheese,whole milk,bottled water,,,,,,,
tropical fruit,canned beer,,,,,,,,,
other vegetables,sliced cheese,,,,,,,,,
rolls/buns,fruit/vegetable juice,,,,,,,,,
red/blush wine,canned fish,,,,,,,,,
cream cheese ,other vegetables,,,,,,,,,
pip fruit,light bulbs,bottled water,ketchup,,,,,,,
soda,yogurt,,,,,,,,,
hamburger meat,rolls/buns,,,,,,,,,
sausage,whipped/sour cream,,,,,,,,,
whole milk,other vegetables,,,,,,,,,
frankfurter,frozen vegetables,,,,,,,,,
bottled beer,tropical fruit,newspapers,whole milk,tropical fruit,soft cheese,hard cheese,white wine,,,
newspapers,cake bar,,,,,,,,,
pork,rolls/buns,,,,,,,,,
yogurt,shopping bags,coffee,,,,,,,,
sausage,other vegetables,,,,,,,,,
spread cheese,cream cheese ,shopping bags,,,,,,,,
soups,specialty cheese,,,,,,,,,
brown bread,rolls/buns,,,,,,,,,
frozen dessert,beef,citrus fruit,root vegetables,,,,,,,
rolls/buns,shopping bags,,,,,,,,,
soda,napkins,specialty chocolate,,,,,,,,
tropical fruit,domestic eggs,candy,sugar,,,,,,,
sausage,pastry,,,,,,,,,
misc. beverages,berries,,,,,,,,,
yogurt,curd,,,,,,,,,
pip fruit,waffles,,,,,,,,,
misc. beverages,cling film/bags,curd,,,,,,,,
hamburger meat,brown bread,chewing gum,,,,,,,,
beef,white wine,,,,,,,,,
yogurt,flower (seeds),,,,,,,,,
citrus fruit,baking powder,,,,,,,,,
sausage,beef,salty snack,,,,,,,,
white wine,frozen potato products,,,,,,,,,
butter,canned fish,cream cheese ,,,,,,,,
whole milk,pot plants,domestic eggs,,,,,,,,
beverages,butter milk,,,,,,,,,
sausage,nuts/prunes,,,,,,,,,
citrus fruit,yogurt,,,,,,,,,
other vegetables,sausage,whole milk,butter milk,packaged fruit/vegetables,,,,,,
rolls/buns,margarine,,,,,,,,,
hamburger meat,hygiene articles,soda,tropical fruit,,,,,,,
whole milk,yogurt,sliced cheese,,,,,,,,
tropical fruit,curd,,,,,,,,,
sausage,pip fruit,brown bread,,,,,,,,
meat,whipped/sour cream,,,,,,,,,
frozen vegetables,red/blush wine,,,,,,,,,
citrus fruit,soda,,,,,,,,,
spread cheese,other vegetables,,,,,,,,,
citrus fruit,root vegetables,,,,,,,,,
whole milk,pastry,specialty cheese,,,,,,,,
other vegetables,red/blush wine,rolls/buns,frozen vegetables,,,,,,,
whole milk,fruit/vegetable juice,,,,,,,,,
onions,brown bread,canned vegetables,canned beer,,,,,,,
tropical fruit,ice cream,newspapers,,,,,,,,
candy,rolls/buns,UHT-milk,,,,,,,,
chewing gum,coffee,sugar,,,,,,,,
shopping bags,pickled vegetables,,,,,,,,,
whipped/sour cream,shopping bags,bottled water,,,,,,,,
bottled water,brown bread,,,,,,,,,
root vegetables,soda,waffles,,,,,,,,
cleaner,pastry,,,,,,,,,
ham,pickled vegetables,newspapers,,,,,,,,
zwieback,frozen dessert,shopping bags,cream cheese ,,,,,,,
rolls/buns,white bread,,,,,,,,,
butter milk,whipped/sour cream,,,,,,,,,
sausage,pastry,,,,,,,,,
chicken,soda,shopping bags,,,,,,,,
pork,liquor,,,,,,,,,
bottled beer,tropical fruit,red/blush wine,baking powder,,,,,,,
pork,pastry,,,,,,,,,
grapes,zwieback,,,,,,,,,
tropical fruit,yogurt,,,,,,,,,
rolls/buns,yogurt,,,,,,,,,
shopping bags,whole milk,,,,,,,,,
onions,pork,rolls/buns,vinegar,,,,,,,
onions,frankfurter,cream cheese ,oil,,,,,,,
frankfurter,whole milk,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
bottled water,yogurt,whipped/sour cream,,,,,,,,
frankfurter,Instant food products,,,,,,,,,
domestic eggs,other vegetables,,,,,,,,,
specialty chocolate,frankfurter,citrus fruit,candy,brown bread,,,,,,
sausage,rolls/buns,,,,,,,,,
whole milk,other vegetables,,,,,,,,,
pork,rum,,,,,,,,,
onions,pip fruit,,,,,,,,,
rolls/buns,seasonal products,,,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
citrus fruit,butter,,,,,,,,,
bottled beer,hard cheese,,,,,,,,,
frankfurter,condensed milk,,,,,,,,,
yogurt,napkins,,,,,,,,,
domestic eggs,rolls/buns,,,,,,,,,
root vegetables,processed cheese,,,,,,,,,
meat,processed cheese,root vegetables,cat food,,,,,,,
citrus fruit,semi-finished bread,yogurt,,,,,,,,
other vegetables,pastry,,,,,,,,,
whole milk,yogurt,,,,,,,,,
curd,whole milk,,,,,,,,,
hamburger meat,other vegetables,,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
other vegetables,processed cheese,,,,,,,,,
rolls/buns,bottled beer,,,,,,,,,
softener,margarine,hygiene articles,,,,,,,,
soda,curd,,,,,,,,,
root vegetables,shopping bags,,,,,,,,,
UHT-milk,cooking chocolate,,,,,,,,,
whole milk,canned beer,,,,,,,,,
pork,other vegetables,shopping bags,,,,,,,,
canned beer,sugar,,,,,,,,,
white bread,butter,,,,,,,,,
sausage,pasta,,,,,,,,,
frozen dessert,bottled water,,,,,,,,,
Instant food products,bottled beer,butter,,,,,,,,
brown bread,pastry,,,,,,,,,
domestic eggs,candy,,,,,,,,,
bottled water,soda,soda,,,,,,,,
yogurt,whole milk,,,,,,,,,
margarine,whole milk,berries,,,,,,,,
rolls/buns,dessert,,,,,,,,,
citrus fruit,coffee,,,,,,,,,
other vegetables,pastry,,,,,,,,,
dessert,butter,,,,,,,,,
rolls/buns,curd,,,,,,,,,
other vegetables,canned fish,,,,,,,,,
hamburger meat,rolls/buns,,,,,,,,,
soda,bottled water,ice cream,,,,,,,,
pip fruit,soda,jam,,,,,,,,
root vegetables,butter,,,,,,,,,
red/blush wine,whole milk,,,,,,,,,
UHT-milk,canned fish,,,,,,,,,
other vegetables,cat food,,,,,,,,,
sausage,misc. beverages,,,,,,,,,
soda,candy,,,,,,,,,
specialty chocolate,butter milk,,,,,,,,,
liquor,tropical fruit,other vegetables,,,,,,,,
hygiene articles,cling film/bags,,,,,,,,,
frankfurter,rolls/buns,coffee,white wine,,,,,,,
beverages,coffee,,,,,,,,,
pip fruit,rolls/buns,,,,,,,,,
ice cream,beef,,,,,,,,,
bottled water,cling film/bags,,,,,,,,,
chewing gum,cream cheese ,,,,,,,,,
root vegetables,chewing gum,chocolate,bottled beer,,,,,,,
grapes,berries,soda,condensed milk,waffles,nut snack,,,,,
beverages,oil,,,,,,,,,
newspapers,soups,,,,,,,,,
hamburger meat,sausage,grapes,soda,,,,,,,
chocolate,curd,shopping bags,,,,,,,,
root vegetables,fruit/vegetable juice,berries,newspapers,chewing gum,,,,,,
sausage,whipped/sour cream,,,,,,,,,
tropical fruit,root vegetables,,,,,,,,,
pip fruit,vinegar,,,,,,,,,
bottled beer,sliced cheese,,,,,,,,,
ham,domestic eggs,,,,,,,,,
finished products,rolls/buns,,,,,,,,,
brown bread,UHT-milk,beef,red/blush wine,brown bread,rolls/buns,pickled vegetables,,,,
beverages,whole milk,semi-finished bread,domestic eggs,,,,,,,
whipped/sour cream,curd,,,,,,,,,
rice,jam,,,,,,,,,
processed cheese,salty snack,,,,,,,,,
root vegetables,tropical fruit,,,,,,,,,
bottled water,bottled water,,,,,,,,,
root vegetables,coffee,,,,,,,,,
yogurt,white wine,,,,,,,,,
white bread,shopping bags,,,,,,,,,
whole milk,oil,,,,,,,,,
sausage,whole milk,pastry,whole milk,,,,,,,
tropical fruit,spread cheese,,,,,,,,,
root vegetables,sugar,,,,,,,,,
frankfurter,chicken,rolls/buns,frankfurter,other vegetables,coffee,long life bakery product,domestic eggs,,,
salty snack,citrus fruit,yogurt,berries,,,,,,,
whole milk,cat food,,,,,,,,,
hamburger meat,other vegetables,,,,,,,,,
margarine,cream cheese ,misc. beverages,,,,,,,,
citrus fruit,frankfurter,yogurt,ice cream,,,,,,,
pip fruit,frozen meals,,,,,,,,,
whole milk,pork,,,,,,,,,
soda,napkins,,,,,,,,,
oil,citrus fruit,,,,,,,,,
beef,root vegetables,,,,,,,,,
chicken,butter milk,,,,,,,,,
sausage,citrus fruit,,,,,,,,,
ham,whole milk,,,,,,,,,
rolls/buns,soda,,,,,,,,,
shopping bags,fruit/vegetable juice,,,,,,,,,
frankfurter,yogurt,,,,,,,,,
spread cheese,frankfurter,ice cream,citrus fruit,pip fruit,cake bar,other vegetables,yogurt,rolls/buns,,
zwieback,whole milk,domestic eggs,,,,,,,,
whole milk,other vegetables,,,,,,,,,
soda,cereals,,,,,,,,,
bags,yogurt,soda,,,,,,,,
pork,long life bakery product,,,,,,,,,
rolls/buns,rolls/buns,,,,,,,,,
whole milk,chocolate,,,,,,,,,
ice cream,other vegetables,,,,,,,,,
chocolate,domestic eggs,,,,,,,,,
chicken,cream cheese ,citrus fruit,chicken,pet care,napkins,condensed milk,specialty chocolate,,,
soda,berries,,,,,,,,,
other vegetables,newspapers,rolls/buns,,,,,,,,
finished products,berries,,,,,,,,,
dessert,curd,,,,,,,,,
flower soil/fertilizer,yogurt,specialty chocolate,,,,,,,,
nuts/prunes,onions,,,,,,,,,
sausage,specialty bar,,,,,,,,,
hard cheese,sugar,,,,,,,,,
sparkling wine,specialty bar,,,,,,,,,
misc. beverages,tea,,,,,,,,,
hamburger meat,tropical fruit,bottled water,whipped/sour cream,flour,,,,,,
whole milk,rolls/buns,,,,,,,,,
chicken,citrus fruit,other vegetables,margarine,hard cheese,soft cheese,,,,,
root vegetables,whole milk,,,,,,,,,
soda,spices,shopping bags,,,,,,,,
whole milk,dessert,,,,,,,,,
pastry,soda,,,,,,,,,
sausage,frankfurter,other vegetables,bottled water,,,,,,,
salty snack,liquor,,,,,,,,,
beef,rum,brown bread,,,,,,,,
cooking chocolate,oil,,,,,,,,,
beef,misc. beverages,,,,,,,,,
yogurt,other vegetables,,,,,,,,,
root vegetables,salt,,,,,,,,,
popcorn,cat food,,,,,,,,,
pork,pet care,margarine,,,,,,,,
whole milk,white bread,,,,,,,,,
dessert,other vegetables,other vegetables,,,,,,,,
frankfurter,cream cheese ,yogurt,baking powder,,,,,,,
other vegetables,root vegetables,,,,,,,,,
tropical fruit,semi-finished bread,,,,,,,,,
soda,frozen vegetables,brown bread,yogurt,,,,,,,
tropical fruit,white bread,,,,,,,,,
tropical fruit,cat food,,,,,,,,,
beef,flower (seeds),,,,,,,,,
frozen vegetables,newspapers,,,,,,,,,
sausage,newspapers,,,,,,,,,
sausage,pip fruit,,,,,,,,,
sausage,whipped/sour cream,specialty bar,,,,,,,,
citrus fruit,margarine,white wine,,,,,,,,
pastry,other vegetables,,,,,,,,,
root vegetables,soda,,,,,,,,,
cat food,sparkling wine,,,,,,,,,
butter,red/blush wine,,,,,,,,,
pork,brown bread,bottled beer,shopping bags,,,,,,,
pork,grapes,hygiene articles,,,,,,,,
root vegetables,whipped/sour cream,,,,,,,,,
pork,curd,curd cheese,misc. beverages,,,,,,,
other vegetables,butter,,,,,,,,,
tropical fruit,margarine,,,,,,,,,
chicken,curd,,,,,,,,,
whole milk,sausage,yogurt,whole milk,butter,,,,,,
root vegetables,frozen vegetables,,,,,,,,,
pasta,yogurt,cat food,,,,,,,,
whole milk,bottled beer,,,,,,,,,
margarine,fruit/vegetable juice,,,,,,,,,
soda,condensed milk,curd,,,,,,,,
other vegetables,yogurt,pastry,,,,,,,,
yogurt,sausage,whipped/sour cream,onions,,,,,,,
whipped/sour cream,pork,pastry,soda,,,,,,,
other vegetables,UHT-milk,,,,,,,,,
whole milk,chocolate,,,,,,,,,
photo/film,canned beer,salty snack,curd,curd,whole milk,hygiene articles,,,,
bottled water,yogurt,tropical fruit,whole milk,,,,,,,
chicken,soda,canned fish,,,,,,,,
photo/film,whole milk,yogurt,whole milk,white bread,pot plants,dessert,,,,
rolls/buns,hard cheese,,,,,,,,,
other vegetables,rolls/buns,waffles,,,,,,,,
butter,whipped/sour cream,rolls/buns,,,,,,,,
soda,whipped/sour cream,,,,,,,,,
curd,cereals,,,,,,,,,
canned beer,coffee,flour,,,,,,,,
onions,bottled water,,,,,,,,,
root vegetables,butter milk,,,,,,,,,
other vegetables,dessert,,,,,,,,,
specialty chocolate,soda,pet care,,,,,,,,
popcorn,domestic eggs,canned beer,butter milk,,,,,,,
oil,processed cheese,,,,,,,,,
citrus fruit,rum,,,,,,,,,
beef,soda,,,,,,,,,
zwieback,shopping bags,kitchen towels,,,,,,,,
frozen vegetables,coffee,,,,,,,,,
specialty chocolate,soda,,,,,,,,,
frozen meals,bottled water,,,,,,,,,
dessert,rolls/buns,,,,,,,,,
cream cheese ,yogurt,sugar,,,,,,,,
canned beer,yogurt,salty snack,,,,,,,,
bottled water,root vegetables,,,,,,,,,
root vegetables,curd,,,,,,,,,
whole milk,frozen vegetables,,,,,,,,,
sugar,flour,,,,,,,,,
canned beer,bottled beer,,,,,,,,,
bottled water,pastry,,,,,,,,,
tropical fruit,fruit/vegetable juice,,,,,,,,,
rolls/buns,shopping bags,,,,,,,,,
soda,bottled beer,,,,,,,,,
dessert,butter milk,,,,,,,,,
root vegetables,sugar,,,,,,,,,
UHT-milk,tropical fruit,,,,,,,,,
whipped/sour cream,shopping bags,,,,,,,,,
hamburger meat,margarine,,,,,,,,,
frozen meals,other vegetables,bottled beer,,,,,,,,
other vegetables,other vegetables,,,,,,,,,
whipped/sour cream,pastry,napkins,,,,,,,,
